PRODUCTID,PRODUCTNDC,NDCPACKAGECODE,PACKAGEDESCRIPTION
40074-0002_6da54d1e-b72f-40d4-aa45-62cfc4b72853,40074-0002,40074-0002-3,"5 g in 1 BOTTLE, GLASS (40074-0002-3)"
40074-0002_6da54d1e-b72f-40d4-aa45-62cfc4b72853,40074-0002,40074-0002-5,"10 g in 1 BOTTLE, GLASS (40074-0002-5)"
40074-0002_6da54d1e-b72f-40d4-aa45-62cfc4b72853,40074-0002,40074-0002-7,"25 g in 1 BOTTLE, GLASS (40074-0002-7)"
40074-0002_6da54d1e-b72f-40d4-aa45-62cfc4b72853,40074-0002,40074-0002-9,"50 g in 1 BOTTLE, GLASS (40074-0002-9)"
40074-001_fc5aaafb-c73b-49a5-88d3-28021efdb238,40074-001,40074-001-01,25 kg in 1 CARTON (40074-001-01)
40075-0346_6f87534d-c9c7-43ed-bdc2-9eac74a58225,40075-0346,40075-0346-1,1 BAG in 1 BOX (40075-0346-1)  > 25 kg in 1 BAG (40075-0346-2)
40087-0606_bc301f7c-89b8-4560-96ec-c994021a9c3f,40087-0606,40087-0606-2,1 BAG in 1 BOX (40087-0606-2)  > 25 kg in 1 BAG (40087-0606-1)
40700-0019_eeebacb3-4007-412f-ab84-13df9166cc9b,40700-0019,40700-0019-1,25 kg in 1 DRUM (40700-0019-1)
40700-0035_48418744-1a12-4e83-8b75-513f146a75d8,40700-0035,40700-0035-1,25 kg in 1 DRUM (40700-0035-1)
40700-0035_48418744-1a12-4e83-8b75-513f146a75d8,40700-0035,40700-0035-2,.1 kg in 1 BOX (40700-0035-2)
40700-0036_2c12bd0e-7428-49bf-e054-00144ff88e88,40700-0036,40700-0036-0,2 kg in 1 DRUM (40700-0036-0)
40700-0038_be9d11ec-562a-46e5-bb7a-d4188ccfdf2c,40700-0038,40700-0038-0,25 kg in 1 DRUM (40700-0038-0)
40700-0040_2d799225-723d-4b39-e054-00144ff88e88,40700-0040,40700-0040-0,1 g in 1 DRUM (40700-0040-0)
41524-0001_c39adb41-365b-49b4-9f5e-dda959cab78a,41524-0001,41524-0001-1,"10 kg in 1 BOTTLE, GLASS (41524-0001-1)"
41524-0002_979187f8-52ef-48eb-b4ce-a0064390a126,41524-0002,41524-0002-1,1 g in 1 BOTTLE (41524-0002-1)
41524-0003_68cbb58a-9df2-48c7-9a08-5f75d6b2ac10,41524-0003,41524-0003-1,1 g in 1 BOTTLE (41524-0003-1)
41524-0004_96abc00b-4129-472d-b69c-93a203e74fb3,41524-0004,41524-0004-1,1 g in 1 BOTTLE (41524-0004-1)
41524-0005_8882c70a-c6b8-4ac1-87c5-bb9e14b00bb8,41524-0005,41524-0005-1,1 g in 1 BOTTLE (41524-0005-1)
41524-0006_bc5bf3fe-ca9e-46f7-a62f-72fadd0a7d12,41524-0006,41524-0006-1,1 g in 1 BOTTLE (41524-0006-1)
41524-0007_22604db0-c100-4965-b1cf-897ac06c2c50,41524-0007,41524-0007-1,1 g in 1 BOTTLE (41524-0007-1)
41679-000_1cb0ebf1-18aa-40c9-b177-ad7b1d05b75a,41679-000,41679-000-01,25 kg in 1 BAG (41679-000-01)
41679-001_19a0a8a3-29c6-498d-ae62-453c3911cb75,41679-001,41679-001-01,28.5 kg in 1 DRUM (41679-001-01)
41679-001_19a0a8a3-29c6-498d-ae62-453c3911cb75,41679-001,41679-001-02,27.5 kg in 1 CARTON (41679-001-02)
41699-0001_78d4e657-6bbc-4ea6-a1d0-f466edb67e67,41699-0001,41699-0001-1,25 kg in 1 BAG (41699-0001-1)
41699-0001_78d4e657-6bbc-4ea6-a1d0-f466edb67e67,41699-0001,41699-0001-2,650 kg in 1 SUPERSACK (41699-0001-2)
41699-1000_f2fc9552-22e6-409f-9f80-6fa5a9f54e04,41699-1000,41699-1000-1,25 kg in 1 CONTAINER (41699-1000-1)
41699-2000_b44385af-7df2-45be-9318-ad064c357bde,41699-2000,41699-2000-1,20 kg in 1 CONTAINER (41699-2000-1)
41701-001_10de1c59-f28c-43d7-bd65-5f78e71ba219,41701-001,41701-001-02,"1000 g in 1 BOTTLE, PLASTIC (41701-001-02)"
41701-001_123b0a72-d91f-41fa-b2c0-7182419d580a,41701-001,41701-001-01,"100 g in 1 BOTTLE, PLASTIC (41701-001-01)"
41701-001_30a9449a-cdb7-4b1d-b771-994e5ae642fd,41701-001,41701-001-05,"50 g in 1 BOTTLE, PLASTIC (41701-001-05)"
41701-001_937ed55e-8a53-49c6-8f38-4fd77782cf4c,41701-001,41701-001-03,"1000 g in 1 BOTTLE, PLASTIC (41701-001-03)"
41701-002_55ea6681-c30a-40df-bd42-96cf5927036f,41701-002,41701-002-04,"2000000 [iU] in 1 BOTTLE, PLASTIC (41701-002-04)"
41701-002_5a98c9c3-94a5-4fce-b12c-ef9b6a7d5e80,41701-002,41701-002-08,"1 BOTTLE, PLASTIC in 1 BOTTLE, PLASTIC (41701-002-08)  > 1000000 [iU] in 1 BOTTLE, PLASTIC (41701-002-07)"
41701-002_87961456-6f34-44b0-ac6b-b00fd91346ba,41701-002,41701-002-01,"1000000 [iU] in 1 BOTTLE, PLASTIC (41701-002-01)"
41701-002_97875528-823b-418f-b832-b03b9482cd0f,41701-002,41701-002-02,"1000000 [iU] in 1 BOTTLE, PLASTIC (41701-002-02)"
41701-002_f295edab-c635-490a-bfca-af0b3fbd6501,41701-002,41701-002-06,"1 BOTTLE, PLASTIC in 1 BOTTLE, PLASTIC (41701-002-06)  > 2500000 [iU] in 1 BOTTLE, PLASTIC (41701-002-05)"
41701-002_f786c397-1a32-42dc-971d-d041c9fbdbc0,41701-002,41701-002-03,"5000000 [iU] in 1 BOTTLE, PLASTIC (41701-002-03)"
41701-003_15d36e31-9755-4ab7-9cba-98abc4befa80,41701-003,41701-003-03,"5.5 g in 1 BOTTLE, PLASTIC (41701-003-03)"
41701-003_1bf590f8-32d1-4f0f-af2f-d5d91b0377b3,41701-003,41701-003-02,"7.5 g in 1 BOTTLE, PLASTIC (41701-003-02)"
41701-003_2136826b-4aee-4038-9b67-b631c67aad5d,41701-003,41701-003-04,"11 g in 1 BOTTLE, PLASTIC (41701-003-04)"
41701-003_31b20249-c666-4bcf-858e-8c3aa20539d8,41701-003,41701-003-01,"2 g in 1 BOTTLE, PLASTIC (41701-003-01)"
41701-003_6b5cd1e4-449b-4b14-95e9-8203feefd8cb,41701-003,41701-003-05,"1 g in 1 BOTTLE, PLASTIC (41701-003-05)"
41701-004_0b966f39-7397-4046-a213-d53cca277e7e,41701-004,41701-004-02,"31 g in 1 BOTTLE, PLASTIC (41701-004-02)"
41701-004_2b6877e6-38eb-46b1-b967-169a34755c50,41701-004,41701-004-04,"14 g in 1 BOTTLE, PLASTIC (41701-004-04)"
41701-004_589b3bbe-6fce-4a96-a255-542203e5a423,41701-004,41701-004-07,"1 BOTTLE, PLASTIC in 1 PACKAGE (41701-004-07)  > .1 g in 1 BOTTLE, PLASTIC (41701-004-06)"
41701-004_85fe880b-1b4d-486c-b705-1491456a6375,41701-004,41701-004-01,"31.5 g in 1 BOTTLE, PLASTIC (41701-004-01)"
41701-004_daec33b5-0bf4-4402-b7c7-54b14c3b25ae,41701-004,41701-004-03,"31 g in 1 BOTTLE, PLASTIC (41701-004-03)"
41701-005_29da1b53-cb34-4610-ba42-3c74a3c7941f,41701-005,41701-005-01,"1.5 g in 1 BOTTLE, PLASTIC (41701-005-01)"
41701-005_5ab8c18c-87a7-487b-8dc2-5ab3f856a121,41701-005,41701-005-03,"1.5 g in 1 BOTTLE, PLASTIC (41701-005-03)"
41701-006_1f2b25b1-a70a-4b63-bbed-49eec311c172,41701-006,41701-006-02,"160 mg in 1 BOTTLE, PLASTIC (41701-006-02)"
41701-007_16cb59c8-7783-44dd-8f31-e0739dd69143,41701-007,41701-007-05,"1 BOTTLE, PLASTIC in 1 BOTTLE, PLASTIC (41701-007-05)  > 20 g in 1 BOTTLE, PLASTIC (41701-007-04)"
41701-007_1722decd-58b2-4f49-ac21-8c0c67747c22,41701-007,41701-007-03,"1 BOTTLE, PLASTIC in 1 BOTTLE, PLASTIC (41701-007-03)  > .5 g in 1 BOTTLE, PLASTIC (41701-007-02)"
41701-007_a8a61321-5410-479b-a48c-d02f627bda50,41701-007,41701-007-01,"5 g in 1 BOTTLE, PLASTIC (41701-007-01)"
41701-008_01eb3178-4acf-42f1-9bd4-c143e91d78cd,41701-008,41701-008-10,"1 BOTTLE, PLASTIC in 1 PACKAGE (41701-008-10)  > 5 g in 1 BOTTLE, PLASTIC (41701-008-09)"
41701-008_16c45c08-3e27-4ece-9770-066650abeed9,41701-008,41701-008-18,"1 BOTTLE, PLASTIC in 1 PACKAGE (41701-008-18)  > 6.25 g in 1 BOTTLE, PLASTIC (41701-008-17)"
41701-008_37c94656-f16a-436f-9ce8-d1ba98ce4de4,41701-008,41701-008-12,"1 BOTTLE, PLASTIC in 1 PACKAGE (41701-008-12)  > .2 g in 1 BOTTLE, PLASTIC (41701-008-11)"
41701-008_3fdcec05-01b2-4556-9ae3-cd25221333a5,41701-008,41701-008-02,"1 BOTTLE, PLASTIC in 1 BOTTLE, PLASTIC (41701-008-02)  > 1 g in 1 BOTTLE, PLASTIC (41701-008-01)"
41701-008_451ad20e-be99-4b86-8c21-bc78a6bbda85,41701-008,41701-008-06,"1 BOTTLE, PLASTIC in 1 BOTTLE, PLASTIC (41701-008-06)  > .5 g in 1 BOTTLE, PLASTIC (41701-008-05)"
41701-008_456caf4f-ab83-4b1a-bd11-359c5eacf9ab,41701-008,41701-008-08,"1 BOTTLE, PLASTIC in 1 PACKAGE (41701-008-08)  > 1 g in 1 BOTTLE, PLASTIC (41701-008-07)"
41701-008_d23a7582-b8c6-49b5-8f24-d9e91d380fee,41701-008,41701-008-16,"1 BOTTLE, PLASTIC in 1 PACKAGE (41701-008-16)  > .4 g in 1 BOTTLE, PLASTIC (41701-008-15)"
41701-008_dee5a79c-1b50-4123-abec-40cfc4069b78,41701-008,41701-008-14,"1 BOTTLE, PLASTIC in 1 PACKAGE (41701-008-14)  > 6.65 g in 1 BOTTLE, PLASTIC (41701-008-13)"
41701-008_f63b10bd-a21c-4c70-9583-b111aefcc166,41701-008,41701-008-20,"1 BOTTLE, PLASTIC in 1 PACKAGE (41701-008-20)  > 5.2 g in 1 BOTTLE, PLASTIC (41701-008-19)"
41701-008_fae3c746-c117-4ffe-8789-a8f2e77f8da6,41701-008,41701-008-04,"1 BOTTLE, PLASTIC in 1 BOTTLE, PLASTIC (41701-008-04)  > 2 g in 1 BOTTLE, PLASTIC (41701-008-03)"
41701-009_bb327bad-108c-43a7-931a-a0d2dc901583,41701-009,41701-009-06,"1 BOTTLE, PLASTIC in 1 BOTTLE, PLASTIC (41701-009-06)  > 1 g in 1 BOTTLE, PLASTIC (41701-009-05)"
41701-009_decfd688-7f9d-4a0f-8ce7-be6739a8e890,41701-009,41701-009-02,"1 BOTTLE, PLASTIC in 1 BOTTLE, PLASTIC (41701-009-02)  > .5 g in 1 BOTTLE, PLASTIC (41701-009-01)"
41701-009_e89841e8-fa75-435c-b3f6-b45ee52aa58f,41701-009,41701-009-04,"1 BOTTLE, PLASTIC in 1 BOTTLE, PLASTIC (41701-009-04)  > .3 g in 1 BOTTLE, PLASTIC (41701-009-03)"
41701-010_cbf8748c-9f0e-4262-a1c2-b112793c0161,41701-010,41701-010-02,"1 BOTTLE, PLASTIC in 1 BOTTLE, PLASTIC (41701-010-02)  > 1.4 g in 1 BOTTLE, PLASTIC (41701-010-01)"
41701-011_731b1f60-87ec-4a24-a7bd-04ed13d85df0,41701-011,41701-011-10,"1 BOTTLE, PLASTIC in 1 BOTTLE, PLASTIC (41701-011-10)  > 11 g in 1 BOTTLE, PLASTIC (41701-011-09)"
41701-011_a24b9f33-91f0-4123-b286-d02b06f301e2,41701-011,41701-011-04,"1 BOTTLE, PLASTIC in 1 BOTTLE, PLASTIC (41701-011-04)  > 1 g in 1 BOTTLE, PLASTIC (41701-011-03)"
41701-011_b52eb7f3-d146-499c-84a6-fb5a288ed4b7,41701-011,41701-011-06,"1 BOTTLE, PLASTIC in 1 BOTTLE, PLASTIC (41701-011-06)  > 10 g in 1 BOTTLE, PLASTIC (41701-011-05)"
41701-011_b6bc4c8c-23bc-4c73-82f0-de1cc0f06264,41701-011,41701-011-02,"1 BOTTLE, PLASTIC in 1 BOTTLE, PLASTIC (41701-011-02)  > 2 g in 1 BOTTLE, PLASTIC (41701-011-01)"
41701-011_d06f276c-e456-430c-9cb6-b37bc22726a0,41701-011,41701-011-08,"1 BOTTLE, PLASTIC in 1 BOTTLE, PLASTIC (41701-011-08)  > 5 g in 1 BOTTLE, PLASTIC (41701-011-07)"
41701-011_d74dcdb3-a75c-4850-b9ef-af37168f4790,41701-011,41701-011-12,"1 BOTTLE, PLASTIC in 1 BOTTLE, PLASTIC (41701-011-12)  > 4 g in 1 BOTTLE, PLASTIC (41701-011-11)"
41701-012_17d44454-965e-4e88-8983-2757d45cc44c,41701-012,41701-012-02,"1 BOTTLE, PLASTIC in 1 BOTTLE, PLASTIC (41701-012-02)  > 1000000 [iU] in 1 BOTTLE, PLASTIC (41701-012-01)"
41701-013_5a013b84-9377-6ca8-e053-2a91aa0a67b2,41701-013,41701-013-02,1 BOTTLE in 1 BOTTLE (41701-013-02)  > 49 g in 1 BOTTLE (41701-013-01)
42074-0156_ccbc4750-1228-49a3-bb63-1995d25bec7f,42074-0156,42074-0156-1,25 kg in 1 DRUM (42074-0156-1)
42074-0156_ccbc4750-1228-49a3-bb63-1995d25bec7f,42074-0156,42074-0156-2,10 kg in 1 DRUM (42074-0156-2)
42074-0156_ccbc4750-1228-49a3-bb63-1995d25bec7f,42074-0156,42074-0156-3,5 kg in 1 DRUM (42074-0156-3)
42074-0156_ccbc4750-1228-49a3-bb63-1995d25bec7f,42074-0156,42074-0156-4,1 kg in 1 BAG (42074-0156-4)
42098-0001_271f7e0e-0595-0388-e054-00144ff8d46c,42098-0001,42098-0001-1,1 kg in 1 BAG (42098-0001-1)
42185-7001_702779d4-7869-4c9e-ae2a-f6d4ae907b9b,42185-7001,42185-7001-1,1 kg in 1 CARTON (42185-7001-1)
42185-7034_684fa102-fddf-441d-953e-f81f5b7198aa,42185-7034,42185-7034-1,1 kg in 1 CARTON (42185-7034-1)
42185-7038_525fdefc-02a4-4b95-9a67-8a15f181a536,42185-7038,42185-7038-1,1 kg in 1 CARTON (42185-7038-1)
42185-7039_566e62e9-5032-41e7-8fcb-5d80d23ed337,42185-7039,42185-7039-1,1 kg in 1 CARTON (42185-7039-1)
42185-7050_8620c40b-c01a-4bac-bfaf-5ae80249aef7,42185-7050,42185-7050-1,1 kg in 1 CARTON (42185-7050-1)
42185-7058_a999ada6-d517-4134-91a0-e8b1e2806e9c,42185-7058,42185-7058-1,1 kg in 1 CARTON (42185-7058-1)
42185-7071_053da621-dcf0-4fb2-83ce-9c723ad38240,42185-7071,42185-7071-1,1 kg in 1 CARTON (42185-7071-1)
42185-7078_a68f3daf-3ff4-4660-bba7-7c9ac2f077f6,42185-7078,42185-7078-1,1 kg in 1 CARTON (42185-7078-1)
42194-0001_801fd155-f5b1-4832-9e77-3239dfd7312d,42194-0001,42194-0001-0,30 kg in 1 DRUM (42194-0001-0)
42195-400_17093ad5-8ff8-4158-b86d-d0e305c93ff9,42195-400,42195-400-50,500 g in 1 BOTTLE (42195-400-50)
42196-0598_27efad06-2e6f-4b44-bca2-35604a9b3fad,42196-0598,42196-0598-1,1 BAG in 1 DRUM (42196-0598-1)  > 25 kg in 1 BAG (42196-0598-2)
42196-0608_0de4e748-c904-40f0-8cc3-32a41e56ae9d,42196-0608,42196-0608-1,1 BAG in 1 DRUM (42196-0608-1)  > 25 kg in 1 BAG (42196-0608-2)
42198-1234_2a2d106c-1b52-4309-e054-00144ff8d46c,42198-1234,42198-1234-1,1 kg in 1 CAN (42198-1234-1)
42205-0001_161f3cd3-1b99-4b9f-897d-8077d1f4878f,42205-0001,42205-0001-2,"1 VIAL, GLASS in 1 BOX (42205-0001-2)  > 25000 g in 1 VIAL, GLASS (42205-0001-1)"
42205-0523_19fa8348-4cd4-4c2a-991b-4d97ae091011,42205-0523,42205-0523-1,.001 [iU] in 1 VIAL (42205-0523-1)
42205-0523_19fa8348-4cd4-4c2a-991b-4d97ae091011,42205-0523,42205-0523-3,.005 [iU] in 1 VIAL (42205-0523-3)
42205-0523_19fa8348-4cd4-4c2a-991b-4d97ae091011,42205-0523,42205-0523-5,.01 [iU] in 1 VIAL (42205-0523-5)
42205-0523_19fa8348-4cd4-4c2a-991b-4d97ae091011,42205-0523,42205-0523-8,.1 [iU] in 1 BOTTLE (42205-0523-8)
42205-0523_19fa8348-4cd4-4c2a-991b-4d97ae091011,42205-0523,42205-0523-9,.5 [iU] in 1 BOTTLE (42205-0523-9)
42221-1606_107a3c32-4659-4ed7-9dd8-bc4b5a7e098f,42221-1606,42221-1606-0,"1 BOTTLE, DROPPER in 1 BOX (42221-1606-0)  > 30 mL in 1 BOTTLE, DROPPER"
42221-1616_107a3c32-4659-4ed7-9dd8-bc4b5a7e098f,42221-1616,42221-1616-0,"1 BOTTLE, DROPPER in 1 BOX (42221-1616-0)  > 30 mL in 1 BOTTLE, DROPPER"
42221-1626_107a3c32-4659-4ed7-9dd8-bc4b5a7e098f,42221-1626,42221-1626-0,"1 BOTTLE, DROPPER in 1 BOX (42221-1626-0)  > 30 mL in 1 BOTTLE, DROPPER"
42221-1636_107a3c32-4659-4ed7-9dd8-bc4b5a7e098f,42221-1636,42221-1636-0,"1 BOTTLE, DROPPER in 1 BOX (42221-1636-0)  > 30 mL in 1 BOTTLE, DROPPER"
42221-1646_107a3c32-4659-4ed7-9dd8-bc4b5a7e098f,42221-1646,42221-1646-0,"1 BOTTLE, DROPPER in 1 BOX (42221-1646-0)  > 30 mL in 1 BOTTLE, DROPPER"
42221-1656_107a3c32-4659-4ed7-9dd8-bc4b5a7e098f,42221-1656,42221-1656-0,"1 BOTTLE, DROPPER in 1 BOX (42221-1656-0)  > 30 mL in 1 BOTTLE, DROPPER"
42224-0011_7d21b112-1885-4d7c-88ce-a2b6033edbe6,42224-0011,42224-0011-1,1 kg in 1 BAG (42224-0011-1)
42224-0013_d6a223a0-8119-4aa9-a0e6-233a98cf607d,42224-0013,42224-0013-1,1 kg in 1 BAG (42224-0013-1)
42224-0014_231206cd-edcc-4f60-94af-c45347d7527b,42224-0014,42224-0014-1,10 g in 1 BAG (42224-0014-1)
42224-0015_016098e7-e148-48a1-9293-d01e8eb84466,42224-0015,42224-0015-1,1 kg in 1 BAG (42224-0015-1)
42224-0016_cf2fefa7-4eac-4370-bb41-24dd951bdd4f,42224-0016,42224-0016-1,500 g in 1 BAG (42224-0016-1)
42224-0017_3d87ea97-3d85-4d70-8f4f-b72d56d55cac,42224-0017,42224-0017-1,5 kg in 1 DRUM (42224-0017-1)
42224-0018_7f20ec12-1476-4430-82fb-58ab5c962d8d,42224-0018,42224-0018-1,100 g in 1 DRUM (42224-0018-1)
42224-0019_28113abe-1930-4085-b408-1e4d2a55a2b9,42224-0019,42224-0019-1,1 g in 1 VIAL (42224-0019-1)
42224-0020_2983b8d6-fb43-4bfc-988e-4d8b3b0d4a6d,42224-0020,42224-0020-1,100 g in 1 BAG (42224-0020-1)
42224-0021_8baed9a2-d2d6-4800-a84c-692d2920d11d,42224-0021,42224-0021-1,10 kg in 1 DRUM (42224-0021-1)
42224-0022_e6b219d5-0b38-4e54-a9c4-27fcecc8a5c3,42224-0022,42224-0022-1,500 g in 1 DRUM (42224-0022-1)
42224-0024_250873d9-b6d9-4cc3-99fb-a2c516792232,42224-0024,42224-0024-1,500 g in 1 BAG (42224-0024-1)
42224-0025_5b1e0ce3-4757-4ce9-948d-81d070ea3fd4,42224-0025,42224-0025-1,100 g in 1 BAG (42224-0025-1)
42224-0026_8dfbe281-37c5-4da6-b3ab-f6cc1ebf634d,42224-0026,42224-0026-1,25 kg in 1 DRUM (42224-0026-1)
42224-0027_8ebf8d85-e155-45f1-aaac-6eb286bc3cde,42224-0027,42224-0027-1,500 g in 1 DRUM (42224-0027-1)
42224-0029_621d959a-2c5a-4f4c-bcfa-91a19dbe86ad,42224-0029,42224-0029-1,300 g in 1 DRUM (42224-0029-1)
42224-0030_bb2bfbae-4866-4d51-ba71-676f9a0094bd,42224-0030,42224-0030-1,5 kg in 1 DRUM (42224-0030-1)
42224-0031_7fe6b398-96fb-4317-8352-7e89cdaa9bf4,42224-0031,42224-0031-1,25 kg in 1 DRUM (42224-0031-1)
42224-0032_01a638fa-b457-4290-8bf4-56e9e2f9de98,42224-0032,42224-0032-1,5 kg in 1 DRUM (42224-0032-1)
42224-0033_8c6a8d99-1b2c-49ae-b09a-835fd73883f2,42224-0033,42224-0033-1,25 kg in 1 DRUM (42224-0033-1)
42224-0034_c0ad2530-6836-4966-9aba-fd9667449c2e,42224-0034,42224-0034-1,25 kg in 1 DRUM (42224-0034-1)
42224-0035_fd653dac-97c9-4322-8554-7462e89013cf,42224-0035,42224-0035-1,25 kg in 1 DRUM (42224-0035-1)
42224-0036_591a4ead-d7eb-4cfd-9e7b-66787501577f,42224-0036,42224-0036-1,5 kg in 1 DRUM (42224-0036-1)
42224-0037_0143e5c5-e1a6-4068-bce2-01354a64fc16,42224-0037,42224-0037-1,25 kg in 1 DRUM (42224-0037-1)
42224-0038_f3644c80-2262-46d7-9a0c-709c9ecc4472,42224-0038,42224-0038-1,10 kg in 1 DRUM (42224-0038-1)
42224-0039_30639b03-456e-42b5-bf65-25dc75ce7ded,42224-0039,42224-0039-1,500 g in 1 DRUM (42224-0039-1)
42224-0040_e771c1f6-e47e-48f7-83b3-7d0ccf4ece1c,42224-0040,42224-0040-1,1 g in 1 BAG (42224-0040-1)
42224-0041_20dd6850-10c6-4e89-aa13-cddea0aa0eec,42224-0041,42224-0041-1,100 g in 1 BAG (42224-0041-1)
